x,y
0,12.412274868850414
1,9.691298481059125
2,42.307711870077796
3,20.47907870396923
4,29.096098415781828
5,48.82481117061563
6,28.907675951437582
7,37.08363342069712
8,49.87603225837036
9,49.70130042220641
10,46.07235387578194
11,60.95123489412413
12,64.41171052998757
13,79.03471602609496
14,61.35211470528306
15,75.99820962310048
16,99.5139100948717
17,111.57331007231312
18,82.88820442311635
19,109.44847510892778
20,98.19392114781378
21,104.4314684528391
22,109.28120816744347
23,118.77492070837606
24,137.96439826913362
25,140.12421270876567
26,138.5914424321904
27,139.36689121518083
28,148.0328884293411
29,151.94069557942578
30,165.9305331946197
31,156.68428370207783
32,167.9380509151424
33,171.98932388190755
34,177.4769184914814
35,185.49217658564908
36,189.976600910425
37,206.34848574241582
38,197.13124393722364
39,218.61532293448892
40,204.9414697883337
41,208.22268582721787
42,219.0073818875285
43,226.5543847234935
44,230.696124064467
45,245.91963383387963
46,249.39342978825283
47,247.94440398121088
48,244.63663740863447
49,251.99385653692892
50,272.1339801792178
51,265.21254122851
52,254.89226866620254
53,266.1043476795182
54,272.22486766768594
55,294.52204770375675
56,286.9283601517585
57,315.6010677372027
58,304.56619470260426
59,304.24806825330194
60,303.6429608097151
61,322.7217930967917
62,315.5928885773593
63,314.7587654658288
64,333.6813271773089
65,333.12758316706163
66,349.89060725824544
67,342.2640668125116
68,319.40312033377444
69,360.8936640417998
70,339.2225911605274
71,378.38756145409036
72,386.21364738584066
73,368.7296861409518
74,366.35298089884606
75,369.0292597533174
76,396.7265462125183
77,390.9788182237953
78,392.01640066577863
79,400.56580298753744
80,428.88514687597717
81,416.46919327087744
82,425.45726950032457
83,430.7690759112301
84,438.18421133187945
85,443.6135143868738
86,430.89533553004026
87,440.8481219757636
88,440.3923969140431
89,445.8883677169493
90,469.4150773743467
91,457.982444528055
92,467.2084863881686
93,466.0717365799418
94,472.06597228956883
95,490.8823794353968
96,483.54570008501395
97,488.1787981329278
98,502.9355766095143
99,508.00487327497035
100,515.9242261730664
101,514.7076445246556
102,500.46259139522954
103,529.302964765895
104,532.9832921470025
105,543.1813760956461
106,529.5353138312172
107,568.2080763415499
108,535.6761388519673
109,560.269532606898
110,558.459552241023
111,558.1286735448881
112,576.1613236115664
113,570.1856987878833
114,554.643781790561
115,571.3272155028983
116,592.5765807158632
117,615.3796561173627
118,583.1874079852399
119,602.830546822723
120,622.5073354351857
121,619.0687031914185
122,614.2437915592143
123,608.7807545090155
124,610.1884870199298
125,625.5209421268692
126,634.3159046901491
127,620.5088187155652
128,631.0632495915781
129,656.0364846530824
130,653.9100766196223
131,655.4516940958874
132,663.9248083479782
133,664.873752388937
134,687.2751620791697
135,699.3995406621876
136,708.7361552865676
137,700.0979785979381
138,705.4715259220969
139,717.6309547967336
140,725.3844881423768
141,727.6520488443314
142,730.1228340554435
143,716.6534750038338
144,712.0030149611176
145,741.7715281218674
146,737.0616755133395
147,742.4432896531208
148,739.1057926588836
149,739.9904854830446
150,772.0216662037585
151,767.6510099371369
152,757.3496738061799
153,776.9042060804488
154,781.0560017220832
155,788.2184949031633
156,810.332708137449
157,792.6529789876934
158,785.203768177354
159,803.3654264148726
160,801.536434144762
161,818.4856783685657
162,820.1054245602829
163,826.4650175047599
164,822.329488317328
165,837.1367880834312
166,832.8974394392371
167,848.1725935471621
168,844.9899487161586
169,841.8159356871863
170,862.9852362361856
171,855.9390613006266
172,882.4388110337615
173,877.4295626086393
174,882.6770521462877
175,884.0134479014205
176,887.4064801912218
177,869.1330225562062
178,910.2217055687809
179,894.8608799225344
180,917.5626185738076
181,906.614894445795
182,916.5687358234286
183,920.7581016742748
184,917.6150475989064
185,931.282909515607
186,942.7634617634682
187,938.8582173441209
188,935.359166568565
189,947.2678444398617
190,960.4981731592122
191,974.4720208161492
192,976.359439567722
193,975.8740364503843
194,968.0440370108684
195,992.0688946756594
196,988.2421074438613
197,990.6001826530896
198,1007.1011056390681
199,1009.1784475083928
